chr1	x1	x2	chr2	y1	y2	color	f1	f2	f3	f4	f5
1	89940000	90240000	1	89940000	90240000	255,255,0	1.0285	0.096769	0.09324	0.66667	0.58667
1	182400000	182790000	1	182400000	182790000	255,255,0	1.2478	0.085312	0.10454	0.63947	0.80789
1	62980000	63250000	1	62980000	63250000	255,255,0	1.2487	0.087364	0.10196	0.73722	0.74564
1	151380000	151850000	1	151380000	151850000	255,255,0	1.3247	0.098588	0.090456	0.70215	0.82794
1	161140000	161390000	1	161140000	161390000	255,255,0	1.3704	0.06933	0.11964	0.77791	0.72978
1	60730000	61270000	1	60730000	61270000	255,255,0	1.2697	0.095713	0.093037	0.64746	0.86694
1	222630000	222820000	1	222630000	222820000	255,255,0	1.1766	0.10444	0.084297	0.74444	0.67778
1	41040000	41470000	1	41040000	41470000	255,255,0	1.1321	0.09478	0.093265	0.62121	0.75974
1	237080000	237580000	1	237080000	237580000	255,255,0	1.0621	0.094376	0.092961	0.752	0.6208
1	90560000	91050000	1	90560000	91050000	255,255,0	1.2335	0.10422	0.083088	0.85833	0.525
1	162810000	163300000	1	162810000	163300000	255,255,0	1.7024	0.099543	0.087428	0.82833	0.89167
1	174770000	174970000	1	174770000	174970000	255,255,0	1.2518	0.10509	0.081562	0.64602	0.73583
1	95760000	96380000	1	95760000	96380000	255,255,0	1.397	0.098667	0.087348	0.88033	0.68054
1	214830000	215320000	1	214830000	215320000	255,255,0	1.1307	0.10783	0.078015	0.795	0.58833
1	241680000	242020000	1	241680000	242020000	255,255,0	1.5245	0.092191	0.093196	0.80277	0.75433
1	224740000	225110000	1	224740000	225110000	255,255,0	1.2396	0.11294	0.072119	0.73156	0.79917
1	10690000	11040000	1	10690000	11040000	255,255,0	1.452	0.10074	0.083864	0.66993	0.87908
1	112320000	112910000	1	112320000	112910000	255,255,0	1.4574	0.089321	0.095154	0.79195	0.85402
1	113250000	113640000	1	113250000	113640000	255,255,0	1.3535	0.09202	0.092399	0.65526	0.87105
1	44780000	45140000	1	44780000	45140000	255,255,0	1.2168	0.071087	0.11325	0.60802	0.79938
1	33570000	33950000	1	33570000	33950000	255,255,0	1.1143	0.079719	0.10428	0.72022	0.7313
1	235400000	235620000	1	235400000	235620000	255,255,0	1.1658	0.10463	0.078939	0.59504	0.80992
1	115260000	115610000	1	115260000	115610000	255,255,0	0.8486	0.082303	0.10107	0.61765	0.5
1	65690000	66150000	1	65690000	66150000	255,255,0	1.0514	0.093164	0.090174	0.71078	0.63516
1	7720000	8030000	1	7720000	8030000	255,255,0	1.2062	0.087809	0.095262	0.62917	0.79583
1	208810000	209380000	1	208810000	209380000	255,255,0	0.81531	0.081732	0.10133	0.60714	0.52094
1	218060000	218370000	1	218060000	218370000	255,255,0	0.98622	0.065145	0.11788	0.51522	0.75585
1	216920000	217530000	1	216920000	217530000	255,255,0	1.1188	0.09277	0.089872	0.81183	0.59892
1	45790000	46050000	1	45790000	46050000	255,255,0	1.0788	0.086902	0.095479	0.67456	0.67456
1	89440000	89930000	1	89440000	89930000	255,255,0	1.7247	0.091871	0.089925	0.885	0.86833
1	31270000	31410000	1	31270000	31410000	255,255,0	1.0548	0.074758	0.10657	0.66322	0.64669
1	94100000	94320000	1	94100000	94320000	255,255,0	1.3422	0.079092	0.10192	0.75316	0.69129
1	118040000	118470000	1	118040000	118470000	255,255,0	1.2997	0.081533	0.099208	0.65152	0.86364
1	174220000	174710000	1	174220000	174710000	255,255,0	1.6446	0.087198	0.093434	0.87167	0.88167
1	162020000	162440000	1	162020000	162440000	255,255,0	0.94595	0.081001	0.09871	0.66667	0.52154
1	201830000	202120000	1	201830000	202120000	255,255,0	1.0175	0.084175	0.095333	0.5381	0.71905
1	101380000	101760000	1	101380000	101760000	255,255,0	1.7006	0.084514	0.094618	0.89751	0.84765
1	246170000	246630000	1	246170000	246630000	255,255,0	1.3851	0.075604	0.1029	0.77883	0.75236
1	95920000	96370000	1	95920000	96370000	255,255,0	0.87435	0.10617	0.072175	0.5	0.6502
1	236760000	237050000	1	236760000	237050000	255,255,0	1.1761	0.099461	0.078878	0.82381	0.54762
1	75690000	76180000	1	75690000	76180000	255,255,0	1.3393	0.076609	0.1015	0.81833	0.735
1	165670000	165890000	1	165670000	165890000	255,255,0	1.3562	0.077908	0.099798	0.64463	0.79339
1	68000000	68160000	1	68000000	68160000	255,255,0	1.1089	0.10317	0.07433	0.67188	0.57812
1	29200000	29550000	1	29200000	29550000	255,255,0	1.1657	0.093971	0.083375	0.56536	0.83333
1	201490000	201800000	1	201490000	201800000	255,255,0	1.324	0.097253	0.079801	0.7875	0.77917
1	236270000	236700000	1	236270000	236700000	255,255,0	1.7538	0.083506	0.093192	0.92857	0.88961
1	14420000	14900000	1	14420000	14900000	255,255,0	1.1232	0.10931	0.067091	0.71628	0.63499
1	47190000	47640000	1	47190000	47640000	255,255,0	1.4	0.080287	0.095611	0.8004	0.84783
1	200530000	200800000	1	200530000	200800000	255,255,0	1.4555	0.093492	0.082252	0.7967	0.81868
1	175330000	175890000	1	175330000	175890000	255,255,0	1.3249	0.097347	0.078184	0.6977	0.84566
1	162580000	162780000	1	162580000	162780000	255,255,0	1.4271	0.078874	0.096534	0.77	0.75
1	55870000	56330000	1	55870000	56330000	255,255,0	0.75554	0.11104	0.06436	0.51418	0.50284
1	57870000	58520000	1	57870000	58520000	255,255,0	0.84907	0.07933	0.095736	0.45549	0.63163
1	225130000	225500000	1	225130000	225500000	255,255,0	0.98828	0.065881	0.10885	0.66374	0.66959
1	157140000	157490000	1	157140000	157490000	255,255,0	1.425	0.096792	0.077774	0.86601	0.72876
1	168570000	169110000	1	168570000	169110000	255,255,0	1.2686	0.077766	0.096351	0.81756	0.64198
1	52550000	52810000	1	52550000	52810000	255,255,0	1.3484	0.077982	0.096099	0.76923	0.73373
1	85760000	86170000	1	85760000	86170000	255,255,0	1.2664	0.07983	0.09406	0.85	0.59762
1	73100000	73600000	1	73100000	73600000	255,255,0	0.88816	0.082829	0.0909	0.5536	0.6016
1	1850000	2080000	1	1850000	2080000	255,255,0	0.86378	0.089596	0.083985	0.56818	0.55303
1	64050000	64710000	1	64050000	64710000	255,255,0	1.7711	0.089441	0.083908	0.9146	0.89624
1	243340000	243500000	1	243340000	243500000	255,255,0	0.97234	0.088951	0.083922	0.51562	0.57812
1	92060000	92400000	1	92060000	92400000	255,255,0	1.3557	0.094626	0.07755	0.73625	0.71757
1	2120000	2320000	1	2120000	2320000	255,255,0	1.2947	0.085001	0.086914	0.79	0.69
1	71560000	72020000	1	71560000	72020000	255,255,0	1.5136	0.089714	0.0821	0.86957	0.76749
1	12430000	12720000	1	12430000	12720000	255,255,0	1.197	0.081647	0.089855	0.56667	0.82381
1	16110000	16330000	1	16110000	16330000	255,255,0	1.2508	0.093399	0.077251	0.79339	0.59504
1	110320000	110540000	1	110320000	110540000	255,255,0	1.3358	0.083807	0.086836	0.7438	0.80992
1	152160000	152430000	1	152160000	152430000	255,255,0	1.1369	0.060572	0.10983	0.62088	0.76374
1	59760000	60210000	1	59760000	60210000	255,255,0	1.056	0.061804	0.1085	0.5	0.82806
1	185340000	185660000	1	185340000	185660000	255,255,0	1.3274	0.087554	0.082597	0.71254	0.77801
1	112920000	113210000	1	112920000	113210000	255,255,0	1.301	0.082186	0.087873	0.78571	0.75714
1	201960000	202120000	1	201960000	202120000	255,255,0	1.04	0.066208	0.10316	0.57812	0.67188
1	112010000	112300000	1	112010000	112300000	255,255,0	1.3471	0.078874	0.090435	0.84286	0.72857
1	192430000	192580000	1	192430000	192580000	255,255,0	1.007	0.10775	0.061547	0.625	0.58929
1	169520000	169810000	1	169520000	169810000	255,255,0	1.3411	0.077482	0.091795	0.75971	0.72817
1	210000000	210190000	1	210000000	210190000	255,255,0	0.93018	0.11987	0.049386	0.67778	0.52222
1	116670000	117050000	1	116670000	117050000	255,255,0	1.6829	0.087925	0.081094	0.88089	0.88643
1	222910000	223280000	1	222910000	223280000	255,255,0	1.4491	0.091053	0.076808	0.83918	0.85673
1	19680000	19990000	1	19680000	19990000	255,255,0	1.6331	0.087403	0.080266	0.82917	0.8125
1	72060000	72530000	1	72060000	72530000	255,255,0	0.92117	0.078756	0.088802	0.55978	0.625
1	115660000	116140000	1	115660000	116140000	255,255,0	1.4034	0.085944	0.08151	0.86632	0.74479
1	24980000	25170000	1	24980000	25170000	255,255,0	1.2892	0.07381	0.093617	0.72222	0.74444
1	27430000	27630000	1	27430000	27630000	255,255,0	1.0609	0.087384	0.079853	0.59988	0.70427
1	88610000	89060000	1	88610000	89060000	255,255,0	1.2326	0.081241	0.085871	0.5751	0.85573
1	229390000	229640000	1	229390000	229640000	255,255,0	1.3908	0.081815	0.085281	0.80128	0.80128
1	231480000	231730000	1	231480000	231730000	255,255,0	1.4633	0.083788	0.083024	0.8141	0.8141
1	240370000	240860000	1	240370000	240860000	255,255,0	1.1466	0.095074	0.071418	0.66131	0.67863
1	191950000	192280000	1	191950000	192280000	255,255,0	1.0672	0.071225	0.095106	0.75368	0.60662
1	78420000	78590000	1	78420000	78590000	255,255,0	1.083	0.075858	0.090429	0.54167	0.65278
1	239540000	240090000	1	239540000	240090000	255,255,0	1.3693	0.073101	0.093165	0.67857	0.87698
1	212240000	212490000	1	212240000	212490000	255,255,0	1.3477	0.075584	0.090354	0.85256	0.71154
1	176310000	176850000	1	176310000	176850000	255,255,0	1.4894	0.095585	0.069935	0.7572	0.91084
1	40540000	40910000	1	40540000	40910000	255,255,0	1.4377	0.075664	0.08982	0.85088	0.78655
1	111060000	111340000	1	111060000	111340000	255,255,0	0.95602	0.092223	0.073075	0.58673	0.63776
1	187440000	187830000	1	187440000	187830000	255,255,0	0.72391	0.081922	0.082441	0.50888	0.52751
1	72640000	73090000	1	72640000	73090000	255,255,0	0.81161	0.083626	0.080401	0.54348	0.52767
1	209740000	209940000	1	209740000	209940000	255,255,0	1.3275	0.072123	0.091695	0.71	0.79
1	1010000	1230000	1	1010000	1230000	255,255,0	1.0453	0.068178	0.095364	0.59504	0.69421
1	220990000	221390000	1	220990000	221390000	255,255,0	1.3483	0.084284	0.079001	0.8875	0.6925
1	76770000	77300000	1	76770000	77300000	255,255,0	0.84078	0.081311	0.081804	0.50285	0.60256
1	172710000	173190000	1	172710000	173190000	255,255,0	1.5224	0.085827	0.077263	0.88715	0.82812
1	84370000	84600000	1	84370000	84600000	255,255,0	1.5614	0.096513	0.065545	0.81061	0.79545
1	179050000	179340000	1	179050000	179340000	255,255,0	1.0238	0.085403	0.076165	0.74762	0.52857
1	173400000	173780000	1	173400000	173780000	255,255,0	1.3425	0.071529	0.089841	0.76454	0.7867
1	155310000	155580000	1	155310000	155580000	255,255,0	1.1921	0.080837	0.080475	0.76374	0.67582
1	28390000	28550000	1	28390000	28550000	255,255,0	1.0356	0.074208	0.086649	0.60938	0.64062
1	90260000	90480000	1	90260000	90480000	255,255,0	1.5449	0.063617	0.096953	0.78926	0.82645
1	202140000	202300000	1	202140000	202300000	255,255,0	1.0431	0.1006	0.059591	0.60938	0.60938
1	241120000	241660000	1	241120000	241660000	255,255,0	1.2581	0.073903	0.086238	0.50074	0.86561
1	66710000	66930000	1	66710000	66930000	255,255,0	1.3092	0.091057	0.068623	0.79339	0.69421
1	11330000	11710000	1	11330000	11710000	255,255,0	1.5828	0.080146	0.079426	0.82548	0.86981
1	78600000	79080000	1	78600000	79080000	255,255,0	1.7129	0.078082	0.081429	0.9184	0.85938
1	234240000	234530000	1	234240000	234530000	255,255,0	1.3635	0.070835	0.088444	0.85238	0.7
1	182890000	183190000	1	182890000	183190000	255,255,0	1.4767	0.08662	0.072469	0.81778	0.85333
1	84910000	85240000	1	84910000	85240000	255,255,0	0.81443	0.071205	0.087874	0.53309	0.53309
1	152890000	153180000	1	152890000	153180000	255,255,0	1.2418	0.070778	0.088084	0.6619	0.79524
1	20830000	21000000	1	20830000	21000000	255,255,0	1.2034	0.086371	0.072413	0.70833	0.65278
1	68580000	68860000	1	68580000	68860000	255,255,0	1.5118	0.065048	0.093158	0.86224	0.81122
1	241790000	242010000	1	241790000	242010000	255,255,0	1.3896	0.07963	0.078016	0.71074	0.79339
1	23300000	23620000	1	23300000	23620000	255,255,0	1.1299	0.086703	0.070864	0.69141	0.69141
1	27720000	27990000	1	27720000	27990000	255,255,0	0.92942	0.085698	0.071686	0.66484	0.5
1	240180000	240350000	1	240180000	240350000	255,255,0	1.1955	0.10487	0.052309	0.6304	0.69985
1	214530000	214800000	1	214530000	214800000	255,255,0	1.4877	0.073916	0.082737	0.82967	0.84066
1	68310000	68570000	1	68310000	68570000	255,255,0	1.3259	0.082886	0.072981	0.7929	0.73373
1	8040000	8410000	1	8040000	8410000	255,255,0	1.7689	0.077526	0.078267	0.89181	0.90936
1	25170000	25550000	1	25170000	25550000	255,255,0	1.5426	0.077194	0.078569	0.83102	0.86427
1	26910000	27130000	1	26910000	27130000	255,255,0	1.3097	0.094295	0.06132	0.72727	0.80992
1	179840000	180150000	1	179840000	180150000	255,255,0	1.0331	0.08366	0.071914	0.67917	0.60417
1	244760000	245000000	1	244760000	245000000	255,255,0	1.0619	0.077809	0.07733	0.59678	0.6589
1	204120000	204350000	1	204120000	204350000	255,255,0	1.2108	0.085159	0.069775	0.65909	0.79545
1	41300000	41470000	1	41300000	41470000	255,255,0	0.86885	0.059696	0.09516	0.51389	0.56944
1	202700000	202970000	1	202700000	202970000	255,255,0	1.1374	0.080688	0.074053	0.70879	0.68681
1	85410000	85740000	1	85410000	85740000	255,255,0	1.4077	0.072508	0.082029	0.75368	0.82721
1	7280000	7710000	1	7280000	7710000	255,255,0	1.3282	0.0641	0.090313	0.75108	0.7987
1	87220000	87560000	1	87220000	87560000	255,255,0	1.5809	0.086271	0.068053	0.83737	0.87889
1	47340000	47560000	1	47340000	47560000	255,255,0	0.88733	0.06639	0.08767	0.5124	0.64463
1	165900000	166420000	1	165900000	166420000	255,255,0	1.5586	0.079808	0.074233	0.89497	0.79142
1	180480000	180840000	1	180480000	180840000	255,255,0	1.5257	0.083849	0.070044	0.84877	0.83642
1	167210000	167510000	1	167210000	167510000	255,255,0	0.90593	0.069512	0.084374	0.56889	0.60444
1	51980000	52260000	1	51980000	52260000	255,255,0	1.0288	0.077395	0.076424	0.53072	0.76287
1	19210000	19420000	1	19210000	19420000	255,255,0	1.4138	0.079253	0.074237	0.79091	0.7
1	202420000	202690000	1	202420000	202690000	255,255,0	1.0178	0.07599	0.077119	0.66484	0.65385
1	12130000	12300000	1	12130000	12300000	255,255,0	0.91986	0.063563	0.089503	0.54167	0.54167
1	180850000	181140000	1	180850000	181140000	255,255,0	1.1147	0.066376	0.086612	0.62381	0.76667
1	39320000	39550000	1	39320000	39550000	255,255,0	1.3679	0.08087	0.071927	0.84091	0.7803
1	227310000	227630000	1	227310000	227630000	255,255,0	1.1169	0.073038	0.079701	0.55078	0.85547
1	62620000	62900000	1	62620000	62900000	255,255,0	1.667	0.078502	0.074149	0.86224	0.88265
1	214370000	214520000	1	214370000	214520000	255,255,0	0.88386	0.056206	0.096416	0.55357	0.58929
1	172000000	172390000	1	172000000	172390000	255,255,0	1.4452	0.082326	0.070074	0.74474	0.88158
1	52870000	53160000	1	52870000	53160000	255,255,0	1.4106	0.085143	0.067235	0.77619	0.83333
1	70690000	70980000	1	70690000	70980000	255,255,0	1.2199	0.077641	0.074549	0.65238	0.77619
1	64720000	65150000	1	64720000	65150000	255,255,0	1.3747	0.073716	0.078435	0.90693	0.6342
1	231020000	231370000	1	231020000	231370000	255,255,0	1.2052	0.071383	0.080674	0.58497	0.83987
1	166850000	167030000	1	166850000	167030000	255,255,0	1.3141	0.072173	0.079386	0.71605	0.71605
1	172400000	172710000	1	172400000	172710000	255,255,0	1.1843	0.07768	0.073848	0.6375	0.77083
1	165360000	165570000	1	165360000	165570000	255,255,0	1.3918	0.064334	0.08711	0.75455	0.75455
1	197580000	197880000	1	197580000	197880000	255,255,0	1.3583	0.080603	0.070773	0.8	0.80889
1	156320000	156590000	1	156320000	156590000	255,255,0	0.89409	0.083953	0.067198	0.53297	0.5989
1	228790000	229370000	1	228790000	229370000	255,255,0	1.8496	0.071065	0.080066	0.956	0.91082
1	46490000	46650000	1	46490000	46650000	255,255,0	1.0649	0.071911	0.079022	0.60938	0.67188
1	227930000	228150000	1	227930000	228150000	255,255,0	1.1577	0.065014	0.085759	0.67769	0.76033
1	53720000	53880000	1	53720000	53880000	255,255,0	1.0727	0.086763	0.063817	0.67188	0.60938
1	110180000	110310000	1	110180000	110310000	255,255,0	0.81077	0.070447	0.079773	0.5	0.5
1	211860000	212170000	1	211860000	212170000	255,255,0	1.5182	0.072547	0.077436	0.8875	0.84583
1	224290000	224540000	1	224290000	224540000	255,255,0	1.1721	0.070978	0.078884	0.71154	0.77564
1	161750000	162010000	1	161750000	162010000	255,255,0	1.4805	0.10469	0.044936	0.80473	0.84024
1	86960000	87170000	1	86960000	87170000	255,255,0	1.3382	0.064084	0.085387	0.73636	0.79091
1	157530000	157930000	1	157530000	157930000	255,255,0	0.99413	0.076637	0.072602	0.5475	0.6975
1	44200000	44440000	1	44200000	44440000	255,255,0	1.2724	0.070532	0.078344	0.8125	0.72917
1	180220000	180450000	1	180220000	180450000	255,255,0	1.2768	0.068804	0.080048	0.71591	0.79983
1	116340000	116550000	1	116340000	116550000	255,255,0	1.4006	0.06219	0.086507	0.77273	0.80909
1	246660000	246940000	1	246660000	246940000	255,255,0	1.3974	0.067323	0.080997	0.85204	0.66837
1	70990000	71530000	1	70990000	71530000	255,255,0	1.8196	0.081061	0.067146	0.85871	0.93278
1	114300000	114510000	1	114300000	114510000	255,255,0	1.0589	0.078471	0.069655	0.59091	0.77273
1	182570000	182760000	1	182570000	182760000	255,255,0	1.2859	0.051599	0.096126	0.74444	0.76667
1	114510000	114860000	1	114510000	114860000	255,255,0	1.5055	0.069469	0.07799	0.88562	0.80719
1	9340000	9550000	1	9340000	9550000	255,255,0	1.2685	0.064621	0.082668	0.77273	0.73636
1	77610000	78020000	1	77610000	78020000	255,255,0	1.699	0.074902	0.071961	0.91667	0.87857
1	225660000	225980000	1	225660000	225980000	255,255,0	1.3431	0.082808	0.063952	0.88672	0.67578
1	172550000	172710000	1	172550000	172710000	255,255,0	0.93594	0.054025	0.092511	0.51562	0.64062
1	15860000	16090000	1	15860000	16090000	255,255,0	1.4421	0.062536	0.08397	0.81061	0.7803
1	203830000	204100000	1	203830000	204100000	255,255,0	1.6165	0.078356	0.067729	0.88462	0.84066
1	214980000	215310000	1	214980000	215310000	255,255,0	1.1261	0.086377	0.0597	0.67279	0.76838
1	98520000	98940000	1	98520000	98940000	255,255,0	1.5428	0.067643	0.078135	0.84354	0.86168
1	75220000	75690000	1	75220000	75690000	255,255,0	1.6435	0.075	0.070444	0.90036	0.84601
1	179650000	179810000	1	179650000	179810000	255,255,0	0.9653	0.046096	0.098638	0.59933	0.58371
1	177920000	178270000	1	177920000	178270000	255,255,0	1.5044	0.072496	0.07211	0.86601	0.80065
1	111720000	111970000	1	111720000	111970000	255,255,0	1.1706	0.069464	0.074566	0.66026	0.76282
1	215340000	215700000	1	215340000	215700000	255,255,0	1.4065	0.057782	0.086123	0.77469	0.87963
1	196320000	196630000	1	196320000	196630000	255,255,0	1.3986	0.068057	0.075793	0.80417	0.84583
1	18910000	19200000	1	18910000	19200000	255,255,0	1.6219	0.06752	0.076136	0.8619	0.83333
1	183230000	183540000	1	183230000	183540000	255,255,0	1.3461	0.068273	0.075082	0.87917	0.7125
1	41720000	41930000	1	41720000	41930000	255,255,0	1.2386	0.063765	0.079588	0.71818	0.73636
1	192770000	193000000	1	192770000	193000000	255,255,0	1.3958	0.060206	0.082945	0.76515	0.79545
1	79310000	79690000	1	79310000	79690000	255,255,0	1.2947	0.071053	0.071988	0.80135	0.7392
1	67220000	67410000	1	67220000	67410000	255,255,0	1.208	0.069438	0.073419	0.74444	0.7
1	95290000	95520000	1	95290000	95520000	255,255,0	1.4818	0.076672	0.066135	0.79545	0.82576
1	184760000	184950000	1	184760000	184950000	255,255,0	1.2355	0.085242	0.057419	0.76667	0.72222
1	245000000	245220000	1	245000000	245220000	255,255,0	1.4543	0.067064	0.07553	0.76033	0.77686
1	54550000	54960000	1	54550000	54960000	255,255,0	1.0958	0.073843	0.068683	0.75952	0.63095
1	160390000	160610000	1	160390000	160610000	255,255,0	1.3724	0.07482	0.067213	0.72727	0.80992
1	84040000	84330000	1	84040000	84330000	255,255,0	1.2485	0.062785	0.079174	0.50952	0.88095
1	43390000	43550000	1	43390000	43550000	255,255,0	1.0066	0.078952	0.062979	0.64062	0.57812
1	95540000	95720000	1	95540000	95720000	255,255,0	1.2124	0.068479	0.073426	0.66667	0.74074
1	67460000	67670000	1	67460000	67670000	255,255,0	1.0922	0.075161	0.066674	0.75455	0.55455
1	15430000	15630000	1	15430000	15630000	255,255,0	1.2849	0.085925	0.055799	0.75	0.69
1	111160000	111330000	1	111160000	111330000	255,255,0	1.0287	0.065339	0.076235	0.56944	0.68056
1	113480000	113640000	1	113480000	113640000	255,255,0	0.95362	0.037802	0.10353	0.50701	0.66222
1	160640000	160960000	1	160640000	160960000	255,255,0	1.4926	0.065758	0.075556	0.83984	0.84766
1	153290000	153480000	1	153290000	153480000	255,255,0	1.206	0.08205	0.059234	0.65278	0.75722
1	167750000	168010000	1	167750000	168010000	255,255,0	0.87187	0.065074	0.075989	0.51737	0.61995
1	53920000	54230000	1	53920000	54230000	255,255,0	1.4174	0.066523	0.074534	0.7875	0.87083
