chr1	x1	x2	chr2	y1	y2	color	f1	f2	f3	f4	f5
1	50820000	51080000	1	50820000	51080000	255,255,0	1.117	0.095907	0.10375	0.80473	0.50888
1	17440000	17740000	1	17440000	17740000	255,255,0	1.2885	0.11505	0.084474	0.72	0.76
1	231520000	231740000	1	231520000	231740000	255,255,0	1.1187	0.10882	0.090538	0.54545	0.7438
1	67990000	68230000	1	67990000	68230000	255,255,0	1.2402	0.089124	0.11003	0.85417	0.57639
1	201510000	201800000	1	201510000	201800000	255,255,0	1.3099	0.10431	0.094706	0.79524	0.68095
1	157140000	157510000	1	157140000	157510000	255,255,0	1.368	0.10348	0.09543	0.85088	0.65789
1	169330000	169520000	1	169330000	169520000	255,255,0	0.98908	0.095887	0.1028	0.58889	0.58889
1	89550000	89820000	1	89550000	89820000	255,255,0	0.98209	0.10301	0.095391	0.63187	0.53297
1	162590000	162790000	1	162590000	162790000	255,255,0	1.379	0.092291	0.10601	0.71321	0.71577
1	19250000	19430000	1	19250000	19430000	255,255,0	1.2029	0.11353	0.084422	0.66753	0.66787
1	64060000	64710000	1	64060000	64710000	255,255,0	1.7651	0.10721	0.090682	0.8892	0.91572
1	144920000	145100000	1	144920000	145100000	255,255,0	1.1405	0.13563	0.062011	0.61728	0.71605
1	110320000	110500000	1	110320000	110500000	255,255,0	1.0713	0.11014	0.087496	0.64198	0.61728
1	227970000	228140000	1	227970000	228140000	255,255,0	1.2623	0.090882	0.10675	0.69028	0.74053
1	228790000	229370000	1	228790000	229370000	255,255,0	1.8084	0.092352	0.10489	0.92985	0.83948
1	27290000	27620000	1	27290000	27620000	255,255,0	0.94436	0.094622	0.10253	0.58456	0.59926
1	183250000	183600000	1	183250000	183600000	255,255,0	1.1927	0.091752	0.10518	0.68627	0.74837
1	2340000	2470000	1	2340000	2470000	255,255,0	0.82397	0.10263	0.09388	0.5	0.5
1	151390000	151850000	1	151390000	151850000	255,255,0	1.4654	0.098369	0.098086	0.77883	0.80907
1	101490000	101750000	1	101490000	101750000	255,255,0	1.1558	0.10073	0.095678	0.54438	0.7574
1	227280000	227640000	1	227280000	227640000	255,255,0	1.1889	0.11144	0.084883	0.50926	0.8858
1	180850000	181140000	1	180850000	181140000	255,255,0	1.3435	0.095862	0.099651	0.69048	0.78571
1	243310000	243500000	1	243310000	243500000	255,255,0	1.2511	0.11234	0.082809	0.61861	0.73819
1	164810000	165060000	1	164810000	165060000	255,255,0	0.9539	0.090523	0.1046	0.52726	0.67627
1	93300000	93470000	1	93300000	93470000	255,255,0	1.1625	0.11295	0.082163	0.625	0.625
1	198120000	198440000	1	198120000	198440000	255,255,0	0.97824	0.093472	0.10163	0.53516	0.64453
1	24970000	25170000	1	24970000	25170000	255,255,0	1.4601	0.087677	0.1074	0.75	0.77
1	207280000	207530000	1	207280000	207530000	255,255,0	1.0341	0.085937	0.1091	0.76504	0.52046
1	172790000	173180000	1	172790000	173180000	255,255,0	1.404	0.10756	0.087339	0.82959	0.71291
1	112950000	113250000	1	112950000	113250000	255,255,0	1.0807	0.088318	0.10648	0.66181	0.61895
1	150530000	150940000	1	150530000	150940000	255,255,0	1.1149	0.10248	0.09221	0.65476	0.69524
1	238090000	238370000	1	238090000	238370000	255,255,0	1.1235	0.10377	0.090847	0.72761	0.61526
1	113360000	113640000	1	113360000	113640000	255,255,0	1.2745	0.10084	0.093559	0.57229	0.85124
1	92770000	93110000	1	92770000	93110000	255,255,0	1.2154	0.084582	0.10963	0.76125	0.61592
1	233570000	233940000	1	233570000	233940000	255,255,0	1.2162	0.11694	0.076891	0.79825	0.66374
1	7720000	8020000	1	7720000	8020000	255,255,0	1.2029	0.10148	0.092334	0.61333	0.76444
1	168570000	169080000	1	168570000	169080000	255,255,0	1.3073	0.095054	0.0987	0.78308	0.66923
1	84430000	84600000	1	84430000	84600000	255,255,0	1.0801	0.11365	0.080034	0.57552	0.58594
1	21540000	21700000	1	21540000	21700000	255,255,0	1.1539	0.11612	0.077488	0.67188	0.60938
1	29200000	29550000	1	29200000	29550000	255,255,0	1.1801	0.098562	0.09487	0.53922	0.8268
1	112020000	112300000	1	112020000	112300000	255,255,0	1.2719	0.095569	0.097592	0.7789	0.69229
1	14930000	15390000	1	14930000	15390000	255,255,0	1.1057	0.10204	0.091021	0.59735	0.75614
1	111060000	111350000	1	111060000	111350000	255,255,0	0.93391	0.10679	0.085867	0.60476	0.58571
1	90280000	90470000	1	90280000	90470000	255,255,0	1.3321	0.077627	0.11464	0.69886	0.68133
1	17820000	17970000	1	17820000	17970000	255,255,0	1.0876	0.08385	0.10814	0.53425	0.69102
1	214520000	214800000	1	214520000	214800000	255,255,0	1.7971	0.096725	0.095258	0.84184	0.89286
1	165680000	165890000	1	165680000	165890000	255,255,0	1.3406	0.093327	0.09834	0.61255	0.82597
1	58990000	59130000	1	58990000	59130000	255,255,0	0.97926	0.10543	0.086235	0.53061	0.57143
1	48200000	48550000	1	48200000	48550000	255,255,0	1.2241	0.083476	0.10818	0.76144	0.61765
1	165080000	165340000	1	165080000	165340000	255,255,0	1.2227	0.10762	0.083811	0.74556	0.57988
1	25180000	25440000	1	25180000	25440000	255,255,0	1.1519	0.082547	0.10862	0.8284	0.54438
1	39310000	39530000	1	39310000	39530000	255,255,0	1.2848	0.10979	0.081258	0.74524	0.68142
1	94130000	94310000	1	94130000	94310000	255,255,0	1.3405	0.076643	0.11433	0.68241	0.67026
1	172400000	172710000	1	172400000	172710000	255,255,0	1.3414	0.092849	0.097666	0.70417	0.7875
1	53740000	53880000	1	53740000	53880000	255,255,0	1.1188	0.10103	0.089466	0.63988	0.59821
1	53920000	54220000	1	53920000	54220000	255,255,0	1.2791	0.090328	0.10014	0.68597	0.76764
1	182910000	183220000	1	182910000	183220000	255,255,0	1.4443	0.11076	0.079618	0.75417	0.82083
1	229380000	229640000	1	229380000	229640000	255,255,0	1.4201	0.086414	0.1039	0.81657	0.78107
1	222920000	223270000	1	222920000	223270000	255,255,0	1.5016	0.10495	0.085285	0.79412	0.83987
1	198460000	198670000	1	198460000	198670000	255,255,0	1.1458	0.088508	0.10139	0.60909	0.7
1	99960000	100180000	1	99960000	100180000	255,255,0	1.2709	0.08078	0.10905	0.59504	0.76033
1	62630000	62900000	1	62630000	62900000	255,255,0	1.3584	0.088095	0.10165	0.82658	0.69021
1	15440000	15620000	1	15440000	15620000	255,255,0	1.2759	0.10749	0.082238	0.71605	0.71605
1	180970000	181150000	1	180970000	181150000	255,255,0	1.1755	0.079672	0.10997	0.53662	0.77348
1	26360000	26760000	1	26360000	26760000	255,255,0	1.2693	0.0983	0.091111	0.6275	0.8225
1	172030000	172380000	1	172030000	172380000	255,255,0	1.2076	0.092285	0.097126	0.69384	0.67647
1	116670000	117050000	1	116670000	117050000	255,255,0	1.7194	0.094919	0.094175	0.87535	0.87535
1	7280000	7670000	1	7280000	7670000	255,255,0	0.95811	0.084282	0.1048	0.54474	0.67105
1	225170000	225470000	1	225170000	225470000	255,255,0	0.92621	0.09327	0.095786	0.59556	0.61333
1	10550000	11050000	1	10550000	11050000	255,255,0	1.7669	0.097766	0.09117	0.8864	0.9088
1	235410000	235610000	1	235410000	235610000	255,255,0	1.1492	0.089024	0.099618	0.55	0.79
1	40550000	40890000	1	40550000	40890000	255,255,0	1.4309	0.090235	0.098316	0.81718	0.68062
1	12420000	12700000	1	12420000	12700000	255,255,0	1.4635	0.087123	0.10119	0.66837	0.89286
1	8430000	8910000	1	8430000	8910000	255,255,0	1.3879	0.08669	0.10156	0.84994	0.73215
1	169530000	169810000	1	169530000	169810000	255,255,0	1.2584	0.10218	0.085938	0.72508	0.72506
1	115670000	116140000	1	115670000	116140000	255,255,0	1.3962	0.093402	0.094669	0.875	0.70109
1	11340000	11710000	1	11340000	11710000	255,255,0	1.4508	0.08387	0.10397	0.7924	0.83918
1	1250000	1460000	1	1250000	1460000	255,255,0	1.0053	0.10336	0.084331	0.59091	0.64545
1	92040000	92400000	1	92040000	92400000	255,255,0	1.3245	0.081136	0.10628	0.73861	0.67001
1	1030000	1240000	1	1030000	1240000	255,255,0	0.97241	0.076422	0.11096	0.59045	0.62773
1	46480000	46700000	1	46480000	46700000	255,255,0	1.2065	0.0791	0.10824	0.71074	0.67769
1	28390000	28560000	1	28390000	28560000	255,255,0	1.0808	0.077722	0.10888	0.625	0.59722
1	44800000	45090000	1	44800000	45090000	255,255,0	1.2604	0.078762	0.1078	0.55714	0.82381
1	109230000	109480000	1	109230000	109480000	255,255,0	0.8827	0.099823	0.086699	0.58333	0.53205
1	66430000	66690000	1	66430000	66690000	255,255,0	0.92202	0.091819	0.094339	0.56805	0.65089
1	173400000	173790000	1	173400000	173790000	255,255,0	1.3641	0.090736	0.09537	0.76053	0.75
1	48560000	48710000	1	48560000	48710000	255,255,0	1.0595	0.10407	0.081993	0.625	0.58929
1	101050000	101340000	1	101050000	101340000	255,255,0	1.4561	0.095541	0.090454	0.64286	0.8619
1	77710000	77980000	1	77710000	77980000	255,255,0	0.96594	0.11015	0.075822	0.5	0.64286
1	174980000	175120000	1	174980000	175120000	255,255,0	0.92668	0.12122	0.064365	0.57143	0.53061
1	99250000	99620000	1	99250000	99620000	255,255,0	1.0066	0.10875	0.076751	0.68713	0.53509
1	59760000	60180000	1	59760000	60180000	255,255,0	1.0999	0.068509	0.11688	0.56236	0.81633
1	161150000	161330000	1	161150000	161330000	255,255,0	1.1753	0.077929	0.10734	0.71605	0.61728
1	227690000	227910000	1	227690000	227910000	255,255,0	1.1721	0.10859	0.076341	0.66116	0.71074
1	92460000	92760000	1	92460000	92760000	255,255,0	1.4789	0.10155	0.083162	0.82667	0.75556
1	209370000	209740000	1	209370000	209740000	255,255,0	1.1776	0.082232	0.1022	0.67779	0.68907
1	161740000	162020000	1	161740000	162020000	255,255,0	1.4805	0.10408	0.079735	0.82143	0.75
1	25180000	25550000	1	25180000	25550000	255,255,0	1.465	0.084436	0.099186	0.82164	0.78655
1	100260000	100530000	1	100260000	100530000	255,255,0	1.2026	0.11139	0.071713	0.80907	0.54991
1	214980000	215290000	1	214980000	215290000	255,255,0	1.0706	0.098316	0.084327	0.67083	0.62917
1	200530000	200830000	1	200530000	200830000	255,255,0	1.5693	0.090898	0.091355	0.88889	0.71111
1	82010000	82250000	1	82010000	82250000	255,255,0	1.1615	0.078209	0.10389	0.53472	0.6875
1	41290000	41450000	1	41290000	41450000	255,255,0	1.1503	0.078305	0.10375	0.60938	0.67188
1	117270000	117610000	1	117270000	117610000	255,255,0	1.2706	0.097792	0.083698	0.61949	0.8511
1	243530000	243860000	1	243530000	243860000	255,255,0	1.0752	0.10521	0.076037	0.71691	0.53309
1	185250000	185660000	1	185250000	185660000	255,255,0	1.6054	0.10104	0.079766	0.77857	0.92143
1	184320000	184650000	1	184320000	184650000	255,255,0	1.2239	0.075429	0.10516	0.54779	0.83456
1	28660000	28970000	1	28660000	28970000	255,255,0	0.98715	0.10015	0.080282	0.59583	0.6625
1	241780000	242020000	1	241780000	242020000	255,255,0	1.2486	0.096255	0.084161	0.56704	0.80636
1	180220000	180450000	1	180220000	180450000	255,255,0	1.3631	0.086401	0.093814	0.69413	0.80398
1	174780000	174970000	1	174780000	174970000	255,255,0	1.4097	0.086442	0.093473	0.664	0.77297
1	167200000	167510000	1	167200000	167510000	255,255,0	1.0662	0.08016	0.099441	0.5625	0.69583
1	246650000	246930000	1	246650000	246930000	255,255,0	1.5141	0.077553	0.10196	0.85204	0.69898
1	66710000	66920000	1	66710000	66920000	255,255,0	1.2466	0.098544	0.080574	0.75455	0.7
1	178750000	178980000	1	178750000	178980000	255,255,0	1.1567	0.062751	0.11623	0.61364	0.70455
1	165360000	165560000	1	165360000	165560000	255,255,0	1.4571	0.085996	0.092567	0.73	0.77
1	64720000	65150000	1	64720000	65150000	255,255,0	1.3563	0.089126	0.088939	0.9026	0.65584
1	202430000	202600000	1	202430000	202600000	255,255,0	0.97411	0.092805	0.085069	0.54167	0.625
1	45810000	45970000	1	45810000	45970000	255,255,0	1.1216	0.085073	0.092796	0.67188	0.57812
1	54560000	54970000	1	54560000	54970000	255,255,0	1.1846	0.097363	0.080471	0.72156	0.63894
1	24520000	24720000	1	24520000	24720000	255,255,0	1.3504	0.083085	0.094737	0.71	0.75
1	115670000	116020000	1	115670000	116020000	255,255,0	1.2888	0.092346	0.085048	0.83333	0.62418
1	87220000	87560000	1	87220000	87560000	255,255,0	1.6329	0.09851	0.078728	0.73356	0.84429
1	22010000	22330000	1	22010000	22330000	255,255,0	1.4556	0.081932	0.094425	0.84766	0.79297
1	209990000	210170000	1	209990000	210170000	255,255,0	1.1973	0.11684	0.059455	0.74074	0.64198
1	15630000	15800000	1	15630000	15800000	255,255,0	0.93851	0.089322	0.086703	0.51389	0.625
1	184750000	184960000	1	184750000	184960000	255,255,0	1.2622	0.11371	0.061755	0.75455	0.7
1	89940000	90080000	1	89940000	90080000	255,255,0	0.96591	0.11009	0.064985	0.53061	0.53061
1	222360000	222630000	1	222360000	222630000	255,255,0	1.1109	0.070578	0.10338	0.58791	0.75824
1	179650000	179810000	1	179650000	179810000	255,255,0	1.0739	0.077023	0.096764	0.57812	0.65625
1	116330000	116580000	1	116330000	116580000	255,255,0	1.3803	0.06598	0.10776	0.73718	0.80128
1	167520000	167670000	1	167520000	167670000	255,255,0	1.0608	0.10867	0.064708	0.58929	0.58929
1	33570000	33950000	1	33570000	33950000	255,255,0	1.5108	0.063437	0.10968	0.81994	0.85319
1	95290000	95520000	1	95290000	95520000	255,255,0	1.5237	0.092251	0.080753	0.7803	0.79545
1	52550000	52820000	1	52550000	52820000	255,255,0	1.5489	0.083625	0.089194	0.80769	0.81868
1	226810000	227040000	1	226810000	227040000	255,255,0	1.307	0.079955	0.09271	0.76515	0.7197
1	177930000	178260000	1	177930000	178260000	255,255,0	1.5419	0.10167	0.069679	0.84191	0.80515
1	154530000	154870000	1	154530000	154870000	255,255,0	1.2353	0.089143	0.082147	0.66436	0.77509
1	23010000	23260000	1	23010000	23260000	255,255,0	1.524	0.080287	0.090879	0.82692	0.80128
1	66950000	67200000	1	66950000	67200000	255,255,0	0.92773	0.080852	0.090213	0.57051	0.66026
1	234250000	234490000	1	234250000	234490000	255,255,0	1.4183	0.083415	0.087506	0.85417	0.70139
1	192420000	192590000	1	192420000	192590000	255,255,0	1.0232	0.10327	0.067474	0.65278	0.56944
1	40270000	40530000	1	40270000	40530000	255,255,0	1.2323	0.080123	0.090495	0.62993	0.73545
1	41720000	41950000	1	41720000	41950000	255,255,0	1.2797	0.071774	0.098495	0.75	0.68939
1	211850000	212190000	1	211850000	212190000	255,255,0	1.6099	0.081203	0.08901	0.87889	0.80969
1	54290000	54530000	1	54290000	54530000	255,255,0	1.1209	0.093746	0.076425	0.72917	0.60417
1	89190000	89360000	1	89190000	89360000	255,255,0	1.1218	0.067087	0.10269	0.56944	0.65278
1	84910000	85230000	1	84910000	85230000	255,255,0	1.0896	0.073257	0.096059	0.69922	0.53516
1	43380000	43550000	1	43380000	43550000	255,255,0	1.1511	0.085667	0.082887	0.625	0.625
1	180470000	180840000	1	180470000	180840000	255,255,0	1.658	0.087674	0.080845	0.88596	0.83333
1	86960000	87170000	1	86960000	87170000	255,255,0	1.2916	0.076771	0.091675	0.53636	0.79091
1	204120000	204360000	1	204120000	204360000	255,255,0	1.2909	0.083103	0.085316	0.74306	0.70139
1	200260000	200490000	1	200260000	200490000	255,255,0	1.2961	0.065449	0.10296	0.55082	0.83302
1	48720000	48980000	1	48720000	48980000	255,255,0	0.96277	0.072527	0.095811	0.54438	0.62722
1	85570000	85730000	1	85570000	85730000	255,255,0	1.1848	0.052131	0.11613	0.54688	0.67188
1	221410000	221620000	1	221410000	221620000	255,255,0	1.2466	0.084639	0.083568	0.71818	0.75455
1	201810000	201950000	1	201810000	201950000	255,255,0	0.91928	0.075151	0.092911	0.57143	0.53061
1	67450000	67630000	1	67450000	67630000	255,255,0	1.0887	0.080354	0.087651	0.66667	0.66667
1	245000000	245220000	1	245000000	245220000	255,255,0	1.395	0.072632	0.095033	0.67769	0.72727
1	111720000	111960000	1	111720000	111960000	255,255,0	1.1658	0.072519	0.094994	0.63194	0.74306
1	156320000	156590000	1	156320000	156590000	255,255,0	0.9807	0.094575	0.07256	0.63187	0.57692
1	176880000	177150000	1	176880000	177150000	255,255,0	1.214	0.096515	0.070519	0.80769	0.5989
1	182050000	182380000	1	182050000	182380000	255,255,0	1.5786	0.086699	0.080267	0.87868	0.8125
1	182570000	182770000	1	182570000	182770000	255,255,0	1.4172	0.06621	0.10058	0.77	0.79
1	180600000	180840000	1	180600000	180840000	255,255,0	1.1586	0.084457	0.082163	0.54861	0.8125
1	85410000	85730000	1	85410000	85730000	255,255,0	1.6737	0.07074	0.095829	0.77734	0.86328
1	113680000	113950000	1	113680000	113950000	255,255,0	1.1239	0.095976	0.070264	0.81868	0.53297
1	114520000	114840000	1	114520000	114840000	255,255,0	1.5287	0.071753	0.093897	0.88672	0.78516
1	175120000	175300000	1	175120000	175300000	255,255,0	1.3328	0.084083	0.08144	0.74074	0.74074
1	220140000	220380000	1	220140000	220380000	255,255,0	1.0467	0.088391	0.077029	0.60417	0.64583
1	220510000	220800000	1	220510000	220800000	255,255,0	1.0453	0.087957	0.077377	0.69725	0.5545
1	95060000	95270000	1	95060000	95270000	255,255,0	1.4309	0.085822	0.079053	0.66623	0.82641
1	35420000	35650000	1	35420000	35650000	255,255,0	0.77281	0.086104	0.078645	0.50928	0.54508
1	68310000	68570000	1	68310000	68570000	255,255,0	1.3087	0.081735	0.082975	0.76923	0.7929
1	87580000	87760000	1	87580000	87760000	255,255,0	1.3721	0.10091	0.063412	0.71605	0.66667
1	150530000	150830000	1	150530000	150830000	255,255,0	1.002	0.084193	0.080021	0.71884	0.51432
1	224300000	224530000	1	224300000	224530000	255,255,0	1.3524	0.085801	0.078009	0.76515	0.79545
1	211680000	211850000	1	211680000	211850000	255,255,0	1.0286	0.058189	0.10553	0.51389	0.70833
1	9340000	9550000	1	9340000	9550000	255,255,0	1.3334	0.070783	0.092668	0.75455	0.77273
1	102460000	102650000	1	102460000	102650000	255,255,0	1.1308	0.067394	0.095974	0.65556	0.7
1	160390000	160620000	1	160390000	160620000	255,255,0	1.3432	0.084835	0.077951	0.76515	0.73485
1	78420000	78590000	1	78420000	78590000	255,255,0	1.1927	0.066069	0.096076	0.59722	0.70833
1	44200000	44410000	1	44200000	44410000	255,255,0	1.3263	0.083831	0.078249	0.71818	0.75455
1	166840000	167030000	1	166840000	167030000	255,255,0	1.1818	0.083238	0.078709	0.67778	0.63333
1	152890000	153170000	1	152890000	153170000	255,255,0	1.291	0.070447	0.091409	0.66837	0.80102
1	84610000	84900000	1	84610000	84900000	255,255,0	1.307	0.087393	0.074427	0.68095	0.74762
1	242040000	242190000	1	242040000	242190000	255,255,0	1.0133	0.09454	0.067035	0.58929	0.51786
1	183620000	183890000	1	183620000	183890000	255,255,0	1.3268	0.079481	0.082047	0.82967	0.6978
1	94340000	94500000	1	94340000	94500000	255,255,0	1.1233	0.10027	0.061066	0.67188	0.57812
1	49010000	49350000	1	49010000	49350000	255,255,0	1.3907	0.081571	0.079549	0.84429	0.73356
1	46870000	47030000	1	46870000	47030000	255,255,0	1.0112	0.09111	0.06987	0.60938	0.51562
1	10730000	10980000	1	10730000	10980000	255,255,0	0.93901	0.060386	0.10048	0.50641	0.6859
1	233100000	233390000	1	233100000	233390000	255,255,0	1.0289	0.058252	0.1026	0.5	0.75714
1	19660000	19990000	1	19660000	19990000	255,255,0	1.7518	0.081255	0.079547	0.90074	0.90074
1	26150000	26350000	1	26150000	26350000	255,255,0	1.2912	0.092032	0.068685	0.75	0.69
1	202700000	202980000	1	202700000	202980000	255,255,0	1.3414	0.07635	0.08434	0.7602	0.75
1	6100000	6300000	1	6100000	6300000	255,255,0	1.1638	0.086679	0.073797	0.77	0.63
1	39560000	39750000	1	39560000	39750000	255,255,0	1.1639	0.096674	0.063749	0.74444	0.61111
1	192780000	192990000	1	192780000	192990000	255,255,0	1.4203	0.075501	0.084183	0.77273	0.77273
1	179060000	179190000	1	179060000	179190000	255,255,0	0.83328	0.10681	0.052703	0.5	0.5
1	16110000	16350000	1	16110000	16350000	255,255,0	1.4706	0.083543	0.075898	0.84028	0.77083
1	178510000	178730000	1	178510000	178730000	255,255,0	1.4929	0.093864	0.065472	0.80992	0.76033
1	68580000	68850000	1	68580000	68850000	255,255,0	1.328	0.073229	0.086101	0.87363	0.68681
1	111160000	111340000	1	111160000	111340000	255,255,0	0.99881	0.07759	0.081732	0.59259	0.61728
1	160050000	160280000	1	160050000	160280000	255,255,0	1.1074	0.081088	0.078166	0.64394	0.65909
1	33950000	34100000	1	33950000	34100000	255,255,0	0.8726	0.07707	0.082074	0.51786	0.55357
1	226310000	226590000	1	226310000	226590000	255,255,0	0.9415	0.090448	0.06814	0.57653	0.63776
1	177750000	177920000	1	177750000	177920000	255,255,0	0.92648	0.056848	0.10156	0.51389	0.625
1	26920000	27130000	1	26920000	27130000	255,255,0	1.2815	0.079241	0.078857	0.77273	0.7
1	224820000	225090000	1	224820000	225090000	255,255,0	0.93455	0.073707	0.084091	0.52198	0.6978
1	160630000	160960000	1	160630000	160960000	255,255,0	1.5043	0.075031	0.082629	0.79779	0.83456
1	46080000	46360000	1	46080000	46360000	255,255,0	1.121	0.082502	0.074504	0.75	0.54592
1	225660000	225970000	1	225660000	225970000	255,255,0	1.4894	0.096228	0.060631	0.87083	0.79583
1	109810000	110020000	1	109810000	110020000	255,255,0	0.85016	0.079456	0.077358	0.51858	0.52612
1	15850000	16090000	1	15850000	16090000	255,255,0	1.531	0.075911	0.080861	0.82639	0.82639
1	234040000	234220000	1	234040000	234220000	255,255,0	1.1681	0.061729	0.094989	0.6175	0.72917
1	108070000	108300000	1	108070000	108300000	255,255,0	1.3591	0.057034	0.098817	0.65909	0.79545
1	151860000	152010000	1	151860000	152010000	255,255,0	0.94082	0.075123	0.080615	0.55357	0.51786
1	55330000	55520000	1	55330000	55520000	255,255,0	0.93157	0.069258	0.086375	0.515	0.59833
1	196110000	196300000	1	196110000	196300000	255,255,0	0.84309	0.064402	0.091104	0.52222	0.52222
1	153760000	153960000	1	153760000	153960000	255,255,0	1.4026	0.074486	0.080895	0.73	0.79
1	160960000	161130000	1	160960000	161130000	255,255,0	1.2133	0.083847	0.071417	0.65278	0.68056
1	208440000	208790000	1	208440000	208790000	255,255,0	0.98869	0.088336	0.066925	0.63725	0.5915
1	52870000	53160000	1	52870000	53160000	255,255,0	1.4873	0.092319	0.062872	0.79524	0.81429
1	212230000	212470000	1	212230000	212470000	255,255,0	1.4547	0.086694	0.068318	0.82639	0.75694
1	32260000	32530000	1	32260000	32530000	255,255,0	0.96371	0.068357	0.086117	0.64106	0.55579
1	146950000	147120000	1	146950000	147120000	255,255,0	1.0054	0.08309	0.071287	0.59722	0.59722
1	153300000	153480000	1	153300000	153480000	255,255,0	1.2566	0.090906	0.062834	0.71605	0.69136
1	8040000	8390000	1	8040000	8390000	255,255,0	1.7909	0.078306	0.075419	0.89869	0.89216
1	155300000	155580000	1	155300000	155580000	255,255,0	1.3434	0.084338	0.069254	0.78061	0.71939
1	168350000	168560000	1	168350000	168560000	255,255,0	1.1534	0.068418	0.084984	0.51818	0.77273
1	21270000	21540000	1	21270000	21540000	255,255,0	1.1206	0.057044	0.096253	0.52452	0.78638
1	32890000	33120000	1	32890000	33120000	255,255,0	1.152	0.079932	0.073252	0.73485	0.67424
1	156040000	156290000	1	156040000	156290000	255,255,0	1.1858	0.073727	0.079367	0.66693	0.75347
1	210300000	210550000	1	210300000	210550000	255,255,0	1.2639	0.066103	0.086987	0.64744	0.8141
1	36560000	36770000	1	36560000	36770000	255,255,0	1.3012	0.083698	0.068976	0.79091	0.7
1	27720000	27940000	1	27720000	27940000	255,255,0	1.2434	0.077181	0.074637	0.7438	0.71074
1	208180000	208430000	1	208180000	208430000	255,255,0	1.3469	0.073023	0.078745	0.71154	0.80128
1	181160000	181420000	1	181160000	181420000	255,255,0	1.6511	0.085993	0.065474	0.86391	0.86391
